File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_061__250m_16_days_NDVI_doy2014177000000_aid0001,_250m_16_days_NDVI,aid0001,2014-06-26,9216.0,0.0293,0.9582,"(0.0293,0.9582)",0.7849449,0.1252292,0.0156823,0.8506,0.9582,0.817,0.6468,0.769
MOD13Q1_061__250m_16_days_NDVI_doy2014193000000_aid0001,_250m_16_days_NDVI,aid0001,2014-07-12,9216.0,0.0258,0.9978,"(0.0258,0.9978)",0.6696042,0.2160023,0.046657,0.818625,0.9978,0.74085,0.2886,0.606575
MOD13Q1_061__250m_16_days_NDVI_doy2014209000000_aid0001,_250m_16_days_NDVI,aid0001,2014-07-28,9216.0,0.079,0.9958,"(0.079,0.9958)",0.7418287,0.1127795,0.0127192,0.8205,0.9958,0.7641,0.4825,0.685275
MOD13Q1_061__250m_16_days_NDVI_doy2014225000000_aid0001,_250m_16_days_NDVI,aid0001,2014-08-13,9216.0,0.0676,0.9975,"(0.0676,0.9975)",0.7376937,0.1116744,0.0124712,0.8209,0.9975,0.7538,0.4365,0.6669
MOD13Q1_061__250m_16_days_NDVI_doy2014241000000_aid0001,_250m_16_days_NDVI,aid0001,2014-08-29,9216.0,0.081,0.9944,"(0.081,0.9944)",0.7881196,0.1000317,0.0100063,0.8537,0.9944,0.8095,0.5846,0.7459
MOD13Q1_061__250m_16_days_NDVI_doy2014257000000_aid0001,_250m_16_days_NDVI,aid0001,2014-09-14,9216.0,0.0834,0.9993,"(0.0834,0.9993)",0.8153187,0.1337974,0.0179017,0.8903,0.9993,0.8567,0.6724,0.80295
MOD13Q1_061__250m_16_days_NDVI_doy2014273000000_aid0001,_250m_16_days_NDVI,aid0001,2014-09-30,9216.0,0.0652,0.9996,"(0.0652,0.9996)",0.760576,0.1587908,0.0252145,0.8577,0.9996,0.8189,0.537,0.72935
MOD13Q1_061__250m_16_days_NDVI_doy2014289000000_aid0001,_250m_16_days_NDVI,aid0001,2014-10-16,9215.0,0.093,0.9983,"(0.093,0.9983)",0.8243264,0.127924,0.0163645,0.9017,0.9983,0.864,0.6409,0.7973
MOD13Q1_061__250m_16_days_NDVI_doy2014305000000_aid0001,_250m_16_days_NDVI,aid0001,2014-11-01,9216.0,0.1515,0.9456,"(0.1515,0.9456)",0.8534742,0.0490304,0.002404,0.889,0.9456,0.8624,0.7332,0.8266
MOD13Q1_061__250m_16_days_NDVI_doy2014321000000_aid0001,_250m_16_days_NDVI,aid0001,2014-11-17,9216.0,0.0236,0.9973,"(0.0236,0.9973)",0.8024576,0.1624476,0.0263892,0.8866,0.9973,0.8507,0.6771,0.8028
MOD13Q1_061__250m_16_days_NDVI_doy2014337000000_aid0001,_250m_16_days_NDVI,aid0001,2014-12-03,9216.0,0.3577,0.9562,"(0.3577,0.9562)",0.8417655,0.0532628,0.0028369,0.88,0.9562,0.8528,0.7145,0.8138
MOD13Q1_061__250m_16_days_NDVI_doy2014353000000_aid0001,_250m_16_days_NDVI,aid0001,2014-12-19,9216.0,0.0786,0.9928,"(0.0786,0.9928)",0.8000419,0.0968456,0.0093791,0.8571,0.9821,0.8214,0.6448,0.772175
